Accession;Peptide count;Unique peptides;Confidence score;Anova (p);q Value;Max fold change;Power;Highest mean condition;Lowest mean condition;Mass;Description;W2_20241206_LSanders_K1_01;W2_20241206_LSanders_K1_02;W2_20241206_LSanders_K1_03;W4_20241206_LSanders_K2_01;W4_20241206_LSanders_K2_02;W4_20241206_LSanders_K2_03;W8_20241206_LSanders_K3_01;W8_20241206_LSanders_K3_02;W8_20241206_LSanders_K3_03;W12_20241206_LSanders_K4_01;W12_20241206_LSanders_K4_02;W12_20241206_LSanders_K4_03;W16_20241206_LSanders_K5_01;W16_20241206_LSanders_K5_02;W16_20241206_LSanders_K5_03;W20_20241206_LSanders_K6_01;W20_20241206_LSanders_K6_02;W20_20241206_LSanders_K6_03;W24_20241206_LSanders_K7_01;W24_20241206_LSanders_K7_02;W24_20241206_LSanders_K7_03;W28_20241206_LSanders_K8_01;W28_20241206_LSanders_K8_02;W28_20241206_LSanders_K8_03
P02775;9;7;68.9603;7.02199440816287E-07;9.01330625525383E-07;4.13779161964666;0.999999999755446;W28;W8;14179.3758;Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3;117398.815947996;131826.12538888;101249.422617198;152980.392734371;151878.888325264;157401.455642035;43909.5446360084;38929.2654181684;42215.3055540349;55200.2399570193;57670.7062449836;60667.1128504025;67821.6486098048;74726.3679634322;72986.0456165746;90079.8643881647;96416.1860642388;93263.6932365511;118695.553648049;110570.287024144;113352.038826823;219062.256889669;206435.281748162;91950.332928152
"P27169;P17014";30;24;234.9165;8.81171340116893E-07;1.12685108178517E-06;2.87357520056738;0.99999999940344;W28;W8;39902.4477;Serum paraoxonase/arylesterase 1 OS=Homo sapiens OX=9606 GN=PON1 PE=1 SV=3;73835.5514200108;79543.3065933303;85510.3555003129;124908.031056544;128935.518007858;125717.142739239;40889.8386567111;53887.4821860049;40316.3735592869;67513.9544389131;61416.1087052548;68616.699395957;71908.8112001533;79142.0529594618;82034.0914750134;42787.6072067278;82470.1273705209;68423.6871157615;143017.777359737;134017.115771076;104827.51298371;125035.818469455;124578.946192872;138587.125324297
A0A075B6K4;4;3;32.9722;1.12856823064611E-06;1.43787952348986E-06;3.93418609982208;0.999999998360045;W4;W8;12611.9497;Immunoglobulin lambda variable 3-10 OS=Homo sapiens OX=9606 GN=IGLV3-10 PE=1 SV=2;3548.82301374844;4355.33076219727;4595.71901567086;7206.09346094005;7178.27130080649;7869.75854666046;1272.17875811752;2267.11562989264;2117.30719202527;3704.77103109193;4116.0240823965;4137.40832950352;4096.95768901555;4285.06628053846;2575.48752092403;5200.69878979379;3850.42172791937;4008.31535019715;3949.0741444224;4408.95690636479;4629.37169992449;7353.51768445678;7299.23360996491;6970.56453257335
O15078;34;20;206.9697;1.14510909043908E-06;1.45357021074186E-06;8.68145949797502;0.999999998267921;W24;W8;291070.7079;Centrosomal protein of 290 kDa OS=Homo sapiens OX=9606 GN=CEP290 PE=1 SV=2;37363.6680630927;36217.8173335829;37004.1471921406;27072.257359164;37811.6942657696;36203.0523536975;2975.21130231523;7772.45114009466;12757.9103230603;28231.1064638845;26670.965965646;29720.1789687052;45048.1144008983;42823.680548448;49169.9729037108;42987.2850636366;48711.5227852125;47402.2862720313;70488.3361136203;70017.8761266279;63556.4656998855;35108.9018095084;35982.9745322075;38090.6340698153
Q04756;6;6;42.1658;1.14978886989192E-06;1.45414474721625E-06;1.90701075568215;0.999999998241224;W24;W12;72905.9473;Hepatocyte growth factor activator OS=Homo sapiens OX=9606 GN=HGFAC PE=1 SV=1;33100.6099529612;45108.5391221631;42401.6173633821;50432.42727237;57818.9712104277;62664.2653825377;34916.2028935838;43467.4735866615;38006.358064174;31174.2639540846;34410.7308927903;28748.8254492194;45338.6237844297;42923.953115354;42313.2907009994;33624.7148637081;31466.9212407646;33528.8408342593;61281.5411481066;63589.6840586726;55024.38472246;36057.680984209;31960.87323252;36162.8097992883
"P01824;A0A0C4DH41;P01825;P06331;P0DP06;P0DP08;A0A075B6R2;A0A087WSY4;P0DP07";3;2;22.7776;1.17495390783429E-06;1.48052800108057E-06;12.018380951173;0.999999998092799;W28;W20;14088.1702;Immunoglobulin heavy variable 4-39 OS=Homo sapiens OX=9606 GN=IGHV4-39 PE=1 SV=2;2203.12776267068;6575.05157836441;7744.24159718269;17436.0784650908;16787.0852469339;8634.43283127715;4344.38925918681;3927.88475320452;2748.13170258061;3384.60660370498;3905.46455051858;5244.28764134096;5817.10756872822;4506.0447672582;3538.95824979425;2194.69766270328;1940.30358755504;2674.80443299136;9711.97553643905;10444.7904797346;9624.46230019763;24304.0107240704;26331.7311481229;31207.097032564
P05160;12;11;62.1529;1.29064907095078E-06;1.62037693579222E-06;5.54023392534194;0.999999997298876;W8;W28;77791.8674;Coagulation factor XIII B chain OS=Homo sapiens OX=9606 GN=F13B PE=1 SV=3;15649.4662092706;17648.7788609639;15274.5696521079;17437.7188757716;19480.7888004407;20188.5289575412;35457.8712853378;34678.1177034779;36793.8164318007;27273.9960885418;21192.5369272481;8996.60233699862;9101.35906978538;9843.77527446712;9168.06517615748;10758.6396784548;10565.8351527502;11249.0904787031;9053.75324393363;9348.16436927499;10392.8183320248;6813.65173547107;6583.748201339;5903.19402033347
P0DP04;5;1;32.9428;1.34903564530386E-06;1.68752095267102E-06;1.88299642840924;0.999999996818683;W20;W8;13187.8705;Immunoglobulin heavy variable 3-43D OS=Homo sapiens OX=9606 GN=IGHV3-43D PE=1 SV=1;26777.7585794562;27056.6011273686;24610.5270851026;31741.0186824412;31339.4899123265;32708.6815092912;22317.8255092664;27069.8995386494;23766.818863136;30060.4245528161;33403.5544397478;41407.0346265802;32803.4201122535;32996.0962456054;35838.7794113877;44875.0882217919;45078.0068958323;47796.6497887935;32627.458421105;29678.9177829513;32557.7442537918;29212.6080059086;30468.7941785866;31380.8542282222
P19652;37;27;287.7907;1.43220994952564E-06;1.78507327042326E-06;2.31352069598896;0.999999996047181;W24;W28;23887.7903;Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2;253911.582701102;165355.334013857;159734.920883729;182845.670146767;189969.837909981;191540.087048715;171632.626512866;166603.036063508;170329.453719942;142030.746554011;179190.864572538;192261.498878875;228585.869804035;234824.667822695;238617.886874014;246418.620685259;261106.200588642;263100.615108428;342784.800067488;338508.030736212;331244.836687281;149035.03265238;148202.463216446;140423.454926409
"P06310;A0A075B6S6;A0A075B6S2;A0A0A0MRZ7";5;3;34.7371;1.45159890818647E-06;1.80270766937237E-06;1.62472155441687;0.999999995850705;W28;W2;13299.0518;Immunoglobulin kappa variable 2-30 OS=Homo sapiens OX=9606 GN=IGKV2-30 PE=1 SV=2;19426.4086908364;19018.1908419289;19700.4954759092;26876.035094604;27387.8368326429;27967.2340660791;19358.300763418;23060.313409418;23001.8635443171;20850.1863413689;17911.1763578857;20913.9544231786;25259.2187247832;25229.1739955895;25661.7156492315;21472.8027482068;24494.6366709443;23439.6967683626;24738.7263278913;23827.24873854;25470.4531291647;30025.7190740142;29230.4219417048;35213.4481284914
Q96BT7;4;4;23.3316;1.47464798494479E-06;1.82474426914031E-06;2.9241353501277;0.999999995608664;W4;W8;76063.9046;Alkylated DNA repair protein alkB homolog 8 OS=Homo sapiens OX=9606 GN=ALKBH8 PE=1 SV=2;11900.2437054175;11590.0272342499;11237.5916044513;21546.5715708583;30874.4875048853;28548.2083858856;8595.28169308586;8276.42301572809;10818.2814808107;13596.756277206;11930.2818183051;12902.6204205766;11740.7647092557;12883.7617169425;12532.5851140327;13185.9053536637;12648.2892972852;12987.896019036;14413.6991463828;17452.6182891348;20093.9286176537;9185.79134159307;10541.3372084991;13995.2936538396
P0CG04;18;2;191.2525;1.70518213871151E-06;2.10244679468373E-06;17.4246467027263;0.999999992622578;W4;W8;11518.7502;Immunoglobulin lambda constant 1 OS=Homo sapiens OX=9606 GN=IGLC1 PE=1 SV=1;17764.7662039327;17076.4759634111;17139.2161783511;30497.4393388565;33437.5732884272;31977.5838987761;4676.40225100239;425.489321536678;402.529731512566;1590.02250912885;2183.11783464072;2216.79405357668;7949.34214939203;9158.50791124501;9277.45316867248;2513.17834411328;1948.45715460335;1732.18185399381;18952.023733437;21546.4933286091;20184.1200163583;12171.2583012987;8111.11914501773;5941.30212603455
Q9H257;4;4;31.4811;1.74895376525708E-06;2.14871462588727E-06;3.78992729862692;0.999999991938445;W24;W8;62753.9426;Caspase recruitment domain-containing protein 9 OS=Homo sapiens OX=9606 GN=CARD9 PE=1 SV=2;87098.5904673742;78577.5454517754;75926.4965501712;58384.3985567505;30862.5547080862;30546.6502994456;27776.5551874597;30665.0803943621;31486.7612052028;40466.1366629261;41016.3014001491;40244.174149845;58661.5623474664;59200.6488549786;60282.9587471018;37085.3313846428;40188.5734673776;44485.8054783449;94323.9362679275;91427.3968242736;155070.752812697;52105.4523783898;56448.3084636147;59138.1073644097
Q16254;2;1;11.3185;2.0596829387598E-06;2.52146238766324E-06;21.5734587979278;0.999999985705971;W4;W8;44302.6197;Transcription factor E2F4 OS=Homo sapiens OX=9606 GN=E2F4 PE=1 SV=2;15620.0728162434;14422.1997684251;13895.9964424782;27754.2110303557;27051.2365706644;28297.9256961771;210.341959360689;2991.65127180268;650.118480528384;4167.0178475879;4276.60594001287;4376.92354698381;8137.91186063961;7432.94703851419;8185.89064790857;7391.78363615166;6561.62009771359;7385.95336441365;17542.5166069239;19155.3911730901;19154.0741230439;16076.3965475312;18140.6344742589;16248.8475680051
P07358;34;29;266.1854;2.11764989543894E-06;2.58323249656382E-06;1.98994181947653;0.999999984300973;W20;W2;68658.6552;Complement component C8 beta chain OS=Homo sapiens OX=9606 GN=C8B PE=1 SV=4;30084.8520812232;26560.2105244375;24787.7256008058;32935.8102434555;26799.114753741;31554.6025635786;58097.8903685472;50101.1888757867;45448.2460420186;36054.6352661451;33195.7138842223;31352.3778431614;35226.672948213;35507.0394857847;36454.5578053264;44170.7468278775;55066.9833067494;62808.7805939961;34818.5744280732;36132.6300249654;38328.4418677487;38757.7327704861;40097.85313964;39912.3254028409
P00742;12;9;67.3582;2.16725104484894E-06;2.63439702978104E-06;4.27259972449446;0.999999983028842;W28;W12;56100.424;Coagulation factor X OS=Homo sapiens OX=9606 GN=F10 PE=1 SV=2;34234.3632797625;32853.4239969269;28855.7977758486;39637.3340180814;43004.5245715403;43432.6366825276;36292.2296215921;26277.4199660936;17270.0686956291;19687.8493018051;24439.8385179409;26470.420611216;27548.2207338146;27947.6829509121;27800.7055945764;29674.5137308382;41826.606492559;40883.894953862;34214.2436078265;26343.7583423535;32908.663496287;82844.4117230518;89893.7593056358;128899.287603271
P36980;10;5;67.4937;2.18677435714909E-06;2.64876893964538E-06;1.63169271434286;0.999999982510089;W28;W8;31563.2084;Complement factor H-related protein 2 OS=Homo sapiens OX=9606 GN=CFHR2 PE=1 SV=1;39474.1578383322;28973.9356083521;29850.0176169852;32781.6723015647;36628.9314851618;34082.2901195001;30254.5884549737;29968.0164747851;28774.5742146622;35794.4076626466;38474.60201204;34028.8236181974;34699.2831377525;35279.1397213592;38940.2664326285;41384.8029927169;41900.4550299849;41467.55082818;47183.212232001;45926.4735887502;48275.1240223682;49482.6768648117;47180.2322365296;48553.1397056766
Q9UBC9;1;1;12.7478;2.19480757268631E-06;2.64917124562839E-06;1.97242044264442;0.999999982293646;W4;W20;18610.1791;Small proline-rich protein 3 OS=Homo sapiens OX=9606 GN=SPRR3 PE=1 SV=2;76785.2308601145;76281.1979493176;72133.4046046647;111159.610158299;108394.241611127;112457.785574588;61022.8018457538;68512.2413314274;71133.7658457982;74607.0412093955;51645.3755527984;42815.9086520952;59624.2720984449;61404.9797112457;62694.2734323678;54786.000243791;56490.2766750084;57050.7339789822;89631.0504268941;94326.0279321645;93622.1985176993;107835.286840083;90048.0689784108;94871.5195654637
"P04433;A0A0A0MRZ8";6;2;49.925;2.78587187463319E-06;3.35083889816021E-06;3.37184839582882;0.999999961505189;W24;W4;12689.2465;Immunoglobulin kappa variable 3-11 OS=Homo sapiens OX=9606 GN=IGKV3-11 PE=1 SV=1;6347.65816370838;10472.6330274986;8567.79763518407;6613.2803790758;7336.8952539712;6930.93538384816;12174.8569915827;8497.62069817079;10052.1756330691;8835.0512949347;8092.25451587382;9253.87521688364;9709.79027265991;10053.7178614686;11220.6129851839;10172.4733404542;10844.638365784;19646.601394159;22883.9892676519;21280.1088021934;26243.8426155963;25224.744183363;17989.4229773072;22463.2721952176
P15924;15;8;82.7808;2.80290986631737E-06;3.35958534499364E-06;2.32203446355901;0.99999996073362;W24;W20;334226.5534;Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3;37622.3684993743;39315.5175090946;42559.3055694591;54767.6374699478;56407.6348693906;54056.1665581873;30227.1825059691;44188.7608409767;44178.1290008921;37762.8873949727;36425.8106329532;36518.9597167016;37582.0288433068;39869.0104972516;43972.8078292563;23772.4205605851;35942.3218699937;24923.7091261997;69577.2704770965;66372.3028193207;60583.8281606921;60847.0475050376;58336.949832003;70292.2679309211
P22792;26;21;220.0845;3.61011466143424E-06;4.31208140115756E-06;1.67322551503757;0.999999910765084;W4;W12;61412.1174;Carboxypeptidase N subunit 2 OS=Homo sapiens OX=9606 GN=CPN2 PE=1 SV=3;119619.122572668;174711.137850475;166150.222982431;235981.857074445;253547.190206301;260744.006761008;189740.469737304;191186.034012069;186911.985751343;149989.455828839;150075.066976872;148334.720033296;200178.970712475;194813.329873165;201315.067011966;187291.706891337;190641.224789158;187526.208617997;224077.941620157;225218.950903279;229631.673781118;198390.805067518;202692.850362682;211040.011056362
P27918;5;4;34.5436;4.07004178837322E-06;4.84461721522626E-06;2.49235296262845;0.999999872312945;W8;W2;53785.6412;Properdin OS=Homo sapiens OX=9606 GN=CFP PE=1 SV=2;3263.63275461196;5178.20607385101;4982.73537277884;5653.7266964944;6479.60705975012;5635.06802689855;11104.4881698051;9890.93677026481;12463.3523424205;9339.51517827668;7811.40649348289;9760.48712202286;4726.70179302394;5668.09980597512;5726.10553892149;6129.31986116912;6116.99590888072;6458.73604959452;7652.35017940054;7295.59669977115;7068.76692934964;6699.26152673363;7710.22639074514;6033.76895914897
Q96JG6;4;2;24.7736;4.34151276540451E-06;5.14993238379018E-06;1.75618704548186;0.999999844506453;W8;W2;112029.6042;Syndetin OS=Homo sapiens OX=9606 GN=VPS50 PE=1 SV=3;37854.8954701259;38079.1321545601;37594.8691196056;34533.7455165581;34690.8083066875;49330.0631074068;59575.3186187586;76231.7087492286;63570.9503821859;58236.3318415586;58638.2535699552;66481.2261272402;49162.904341898;49439.3846608573;53218.0618240973;60315.4008031777;62219.1892489249;58743.3667575997;54056.7464858221;52982.7218115865;53889.406612096;60434.3041826583;58192.3513424437;62595.2406560019
"P01009;P20848";160;142;916.7544;6.96495266194752E-06;8.23348355914071E-06;1.70421808136411;0.999999379712959;W24;W28;46907.7136;Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3;794603.274431372;679232.909614018;763935.959866334;663924.036424348;484510.557064841;757816.181243826;993850.716128766;966858.717920096;936737.934287863;682228.954806526;662494.814116198;661614.656899978;737677.975033692;718493.764520122;765528.405170986;883641.994729333;850692.188134071;934799.975523395;1009317.54623829;1024210.16647805;1044493.04053837;626929.94242825;581863.170977206;597325.943136283
P00746;4;4;24.4336;8.5227472838012E-06;1.00404968000946E-05;11.419486877432;0.999998913228801;W20;W28;27546.2099;Complement factor D OS=Homo sapiens OX=9606 GN=CFD PE=1 SV=5;3412.49294289953;2980.35317631553;2103.75396583755;2688.16320800241;2802.13530611674;2431.79839239046;1428.14071728971;9111.84669476608;1279.20426052617;12121.0427350802;17032.2050171027;18646.6449477585;9024.47325819297;10992.1982094268;11271.8308299943;31113.0056949047;26308.7935803856;19273.733927117;8359.12423878777;6420.24243890409;5258.37507787104;2738.9303530999;2136.96605190768;1840.30144394992
P10643;37;33;310.6944;9.75686789650432E-06;1.14551623085238E-05;3.36317542192873;0.999998432972086;W4;W12;96711.8651;Complement component C7 OS=Homo sapiens OX=9606 GN=C7 PE=1 SV=2;37807.2075021007;63182.6704215138;54171.0843337204;97094.1442333852;93003.5849028819;102550.037016361;56838.2194358318;54038.4859205101;47644.0904029039;43633.5356563636;22912.8446172059;20468.9339572888;35797.9642417631;36262.231918511;36248.0066003646;35800.2411440953;33904.0215821318;39504.3998922504;61035.7066342399;57537.3845579519;59720.0401328629;46141.1689179717;45094.0807604182;46303.2691933093
Q5GLZ8;6;2;35.7137;1.39514598544999E-05;1.63241571086665E-05;1.45761840728338;0.999996023430283;W8;W2;119988.747;Probable E3 ubiquitin-protein ligase HERC4 OS=Homo sapiens OX=9606 GN=HERC4 PE=1 SV=1;15446.7206008896;16488.4190841321;18271.2270312966;16526.6163148722;17478.8823777683;19730.9745863292;26128.4666244853;21790.9289105386;25262.3287535011;23702.5243032174;23882.468265235;25515.2792325664;17630.6669047271;17254.3794329283;17468.9024150995;17946.9785835193;20356.0289575772;20065.8805061476;18049.6235210444;16885.2792316077;16618.9355178456;25322.5243723312;23009.3687271011;20082.4810319647
"P04211;A0A075B6I9";4;4;20.3811;1.41402236463195E-05;1.64889387604539E-05;1.58755338578221;0.999995885945254;W28;W2;12679.1481;Immunoglobulin lambda variable 7-43 OS=Homo sapiens OX=9606 GN=IGLV7-43 PE=1 SV=2;6422.12548080141;4661.69419051919;6719.74744557832;9186.59426207024;8672.28652474904;9027.89757433425;7077.01925263819;7217.48459352277;7196.81474344974;6868.03814469295;7263.79372725483;7218.98293618095;8043.45103474821;7872.41647244702;8406.71363684502;8939.28361364191;8916.51460852193;9129.96516703295;8834.04643182283;8973.91340629158;9014.10296562733;9933.10288414738;9711.66994130023;8619.340429986
Q08379;3;2;14.9333;2.02582526088735E-05;2.35433746535557E-05;3.3629300792019;0.999990051574179;W8;W20;113713.7205;Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2 PE=1 SV=3;33851.8150769057;45468.1250650774;46009.0985609569;69020.1063242331;82268.6397258464;88117.3182549165;139219.593799234;132301.985202742;75031.2896849603;74463.0225577598;70276.3940298551;71196.8258208579;62668.6760535726;64484.5111266015;65278.6254041673;34715.3054491168;36036.2800907805;32299.283947458;70084.2702965032;64019.7218592485;59810.783512298;75427.8717066659;63599.9523447233;118478.163869146
"Q02224;P25788";23;16;113.7734;2.30464529121788E-05;2.66935346861599E-05;1.95787182620467;0.99998650876253;W2;W8;317784.4174;Centromere-associated protein E OS=Homo sapiens OX=9606 GN=CENPE PE=1 SV=2;191924.344075399;184454.866021758;176622.620331903;148738.758793581;150867.883949125;158857.026755534;105669.973675031;66653.9463934681;110126.556529376;141550.536930275;137736.890713258;146642.100315791;146520.033251518;152765.208102809;143883.115574027;158276.226289857;161558.191522326;170307.240265386;162747.53998342;158309.703150411;171420.935639145;127548.145072903;135599.188988191;126732.925714218
"Q8IWC1;Q5U5X0";27;20;166.134;2.6519379499601E-05;3.0612974992828E-05;1.34619301679403;0.999981336532622;W20;W2;98771.653;MAP7 domain-containing protein 3 OS=Homo sapiens OX=9606 GN=MAP7D3 PE=1 SV=2;157680.917197632;188715.556212311;168316.97824764;180596.010825545;191204.856041848;200333.22766291;222575.579742104;229960.476132639;208178.962074448;200351.350594987;198014.188605241;197708.648976983;207381.518093863;218347.512882972;215406.596734026;222024.617656608;233019.70084195;237859.335772829;227881.816767921;218729.254280286;214680.294609674;223362.969812459;210192.629862921;238308.820452569
"A0A075B6S5;A0A0C4DH67;A0A0C4DH69";3;2;19.8948;2.67847756383333E-05;3.08159291624971E-05;5.41556592359966;0.999980907100008;W28;W8;12882.6159;Immunoglobulin kappa variable 1-27 OS=Homo sapiens OX=9606 GN=IGKV1-27 PE=1 SV=1;9808.9828955036;10971.0986093743;10044.6454236329;9769.57367877723;9903.05115937204;11348.312902008;3678.52186508067;2142.27474107876;554.387630529813;2773.08555877173;3113.11513565952;2866.95548695382;5246.74930529417;5694.14188923702;6322.41799908113;4818.72396835694;4082.43814206853;4164.16484699955;9925.11189088958;10849.75836711;11671.9773626986;13138.5994048761;8545.77027306993;12840.860830938
Q5JSZ5;8;5;48.7491;3.83451229382104E-05;4.39690743024812E-05;1.8658588842596;0.999957685550151;W24;W8;244107.4972;Protein PRRC2B OS=Homo sapiens OX=9606 GN=PRRC2B PE=1 SV=2;256909.63593461;449778.818452647;444359.756708411;498728.339202685;440176.791245947;561495.658766471;371208.849721814;355890.44925773;364382.398809999;356012.948764558;365449.025111098;374892.827429988;502166.909956962;514838.401124774;527159.550246145;465192.900150559;474184.806442396;486112.085784629;685145.698653314;677289.068562269;674116.055611786;595853.768398137;604210.691600386;611930.142589898
Q5UE93;3;1;22.5702;5.44703147983272E-05;6.22517883409454E-05;36.0074710253634;0.999911746745665;W24;W8;85113.5829;Phosphoinositide 3-kinase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PIK3R6 PE=1 SV=1;3791.68060261438;3893.77474793014;3812.91208838032;533.374973831107;5030.50250915463;652.922965479029;316.414167301025;330.269926718169;181.050049701583;889.792029677097;412.382151688077;1256.18703317473;2343.52186110042;2040.25361414943;2007.36226703472;1754.84085480767;1931.36856819905;1607.0266067475;8906.36449783495;10416.2901737614;10481.9585251335;533.732589667768;500.10893758236;2192.13140953138
Q9HD67;6;4;39.4944;7.94016306698841E-05;9.04442415577488E-05;4.52087340609475;0.999814374182797;W2;W4;239343.2055;Unconventional myosin-X OS=Homo sapiens OX=9606 GN=MYO10 PE=1 SV=3;31627.1055246139;30330.1816983589;24037.6855623749;11055.4153811779;4073.67431249704;3892.67116107822;8921.61136556654;8910.00304450549;15117.4009274864;8876.29872486521;8680.83222154236;9661.42696816729;8465.75188566174;11024.4014353354;11271.5767178106;8914.99666916366;8013.54335715594;8443.62723842301;13420.7810324461;12223.8587632403;12477.900955665;11895.7880141158;12489.8488175818;16183.667097548
Q92820;1;1;6.8932;9.06902416599742E-05;0.000102961858518255;Infinity;0.999761317479116;W4;W8;36363.6229;Gamma-glutamyl hydrolase OS=Homo sapiens OX=9606 GN=GGH PE=1 SV=2;287.821010170351;2531.81228242614;2433.07099429774;7973.12001197124;8808.84805891659;8280.52251443264;0;0;0;35.8183142620434;0;249.798251711693;788.692766355932;678.999357277936;806.346696148901;554.643920044827;228.613064679237;62.0459442373503;916.207952659029;1664.03259463294;945.338132541453;157.826002338811;0;143.134556593007
P63104;1;1;6.6334;0.000102664829949806;0.000116173360206359;Infinity;0.999699719151236;W24;W8;27916.2394;14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1;7.43584834229908;13.814390424898;0;0;77.474438828096;26.2571835532385;0;0;0;0;0;0;0;454.768603231567;554.529886881824;1305.68303750296;1490.81430944024;1420.82157291643;2401.2284259627;1118.75745158196;2163.57815616314;1018.31042127074;105.597347674909;762.349067812205
Q96F85;4;4;20.7595;0.000110515470935213;0.000124646957382666;2.79198731666652;0.999656603058609;W8;W2;18762.3895;CB1 cannabinoid receptor-interacting protein 1 OS=Homo sapiens OX=9606 GN=CNRIP1 PE=1 SV=1;11208.7025876689;11950.3109213711;12941.3170811126;15942.0838206991;21448.2131976058;16030.8136372671;31624.2182198064;39694.2431674682;29473.2037478997;31902.4612917181;18141.6469774354;31560.1577299832;24024.738703606;24622.8415718035;24719.5209298532;24631.0106026835;28972.1632750162;25497.100230599;15551.6420184152;18245.8663812234;18511.1441630025;17198.8238236968;18872.2469405421;29044.1885392087
Q14244;10;4;44.6136;0.000148786959978886;0.000167263772002408;14.5152738574169;0.999419583834165;W4;W28;84165.912;Ensconsin OS=Homo sapiens OX=9606 GN=MAP7 PE=1 SV=1;10521.5714969182;35363.2187830411;38177.0181895668;54894.1827573763;65068.5271052636;66715.9285831881;10975.6396100241;14901.5369874637;20524.6550984116;16466.0745908833;13173.0138173906;13280.5638010859;17844.4279522252;17077.4160533598;16731.9549831197;14641.9726521158;20169.9035663328;6808.07157767711;12200.2810340723;6146.23351699605;1908.78152883633;5286.9983182299;3418.85724028956;4154.98608178075
P17936;10;7;54.7342;0.000189861516591505;0.000212743849210025;1.51240774051252;0.999124550178618;W28;W20;32700.7338;Insulin-like growth factor-binding protein 3 OS=Homo sapiens OX=9606 GN=IGFBP3 PE=1 SV=2;41353.6538934067;50133.8165847552;44042.8304481303;58396.4567602576;57093.8691725844;58144.9964309131;40465.0407891315;38984.5563036621;43102.0952411334;44729.6069303667;44546.3957882593;38661.7983623289;52544.6714472551;52401.6584818005;54446.0876969297;43339.2424360487;39952.8148042956;36263.7757108662;51517.2171270486;52628.8658225576;47824.4597915568;66961.5140742712;66447.6532384395;47407.9998661221
"P42677;Q71UM5";2;1;10.9064;0.000208846009283392;0.000233256581797035;4.27982775744514;0.998976671939257;W28;W16;9803.3038;Small ribosomal subunit protein eS27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3;20873.3593681809;17359.5800083861;16740.0602696732;33310.0288453976;37347.0328888004;40259.3968690532;8927.44269969153;20707.2168741026;16989.506751657;12961.7198899368;14457.3633028811;12211.3867302531;9665.3599033825;8742.0872290933;8179.9013581811;8969.46053373616;9266.99358772462;9798.61561369372;12196.8058829141;20697.402134991;19692.9418297848;25094.9303078979;19726.0465115011;68968.2952477815
P01034;2;2;11.9802;0.000214044454380669;0.000238288971867152;2.68383782194153;0.998935065380191;W8;W28;16027.3632;Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1;7223.17802044188;10901.6078911874;9872.52544216222;8711.35644096898;9758.09338664457;10079.1665736332;12813.7051584546;15473.3914048219;21071.0290640066;16755.742672221;15868.40684387;14489.1001821108;9771.68321209347;9704.13309061809;11742.8306018438;10639.0716550488;12486.5334512456;11542.7988123856;11528.9591741523;8525.23144794429;9089.27693100041;6717.75799611126;3936.59753594599;7736.51936498719
"P02538;P04259;P48668";3;1;19.417;0.000255098374245311;0.000283076905614151;20.7711895727299;0.998591556325309;W24;W12;60330.1643;Keratin_ type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3;243.85038244085;520.978498061661;914.978939500771;634.696886922236;94.2207991444645;100.986906579475;79.2941195037667;41.0982374999735;237.290262568171;57.6998712086429;93.114394331438;67.2035880256224;309.675072279577;248.907625402062;338.342139203843;515.412503786789;227.492423418162;427.497854839939;1614.61709122141;1335.36379157048;1578.50928386101;378.097883541308;611.957647376176;1142.60009867314
Q9Y5K6;7;4;58.0479;0.000265221546377203;0.000293364025574784;1.87091376846099;0.998503167113367;W2;W28;71679.3435;CD2-associated protein OS=Homo sapiens OX=9606 GN=CD2AP PE=1 SV=1;18241.4950727518;17005.4968080215;16316.1074233447;14905.4479718896;15109.7408646425;15066.1208484507;10448.9630905962;10375.8912102494;13972.0035421405;14602.3674795401;12485.0856037537;9133.23763641499;10091.0655212872;10006.541995717;10615.6238040336;12176.9968932104;11651.5663489348;12393.6315776186;10042.536522916;11182.1249154485;9479.17896835711;10395.6527983595;9712.22346057494;7452.50635909178
P23142;18;17;124.9821;0.000412877133378897;0.000455223506033143;2.22579652156147;0.997092511606858;W8;W16;81320.1098;Fibulin-1 OS=Homo sapiens OX=9606 GN=FBLN1 PE=1 SV=4;13670.1678367051;16749.054103328;15015.2474931509;13763.3137033855;14614.9766041303;15212.4252867746;28866.9719328667;28919.6821626342;24869.2438002271;25689.4104978585;16090.7480433943;11354.8384447005;12256.0302830251;12788.5877964721;12090.8060686823;13041.6694143731;12958.0311927595;13305.7038796691;14366.8309305744;14063.3123178052;15288.6008765052;14227.5809482404;14655.8692395614;15080.9669074356
