Accession;Peptide count;Unique peptides;Confidence score;Anova (p);q Value;Max fold change;Power;Highest mean condition;Lowest mean condition;Mass;Description;W2_20241203_LSanders_A2_01;W2_20241203_LSanders_A2_02;W2_20241203_LSanders_A2_03;W4_20241203_LSanders_A3_01;W4_20241203_LSanders_A3_02;W4_20241203_LSanders_A3_03;W8_20241203_LSanders_A4_01;W8_20241203_LSanders_A4_02;W8_20241203_LSanders_A4_03;W12_20241203_LSanders_A5_01;W12_20241203_LSanders_A5_02;W12_20241203_LSanders_A5_03;W16_20241203_LSanders_A6_01;W16_20241203_LSanders_A6_02;W16_20241203_LSanders_A6_03;W20_20241203_LSanders_A7_01;W20_20241203_LSanders_A7_02;W20_20241203_LSanders_A7_03;W24_20241203_LSanders_A8_01;W24_20241203_LSanders_A8_02;W24_20241203_LSanders_A8_03;W28_20241203_LSanders_A9_01;W28_20241203_LSanders_A9_02;W28_20241203_LSanders_A9_03
P0C0L5;154;20;1925.4439;0.0265360511851327;0.00112004133408564;1.93866331907185;0.827959847537342;W0;W2;194291.4576;Complement C4-B OS=Homo sapiens OX=9606 GN=C4B PE=1 SV=2;673433.696914281;637746.414325619;612184.870912289;683516.937628522;668626.639321217;627650.888252847;843878.442869182;805487.996501797;804905.047381634;775371.874737828;759806.531458997;755603.256792354;890262.64055592;886673.045163722;879896.515447614;892183.212834638;894401.687864544;838548.098784616;940870.237933997;918744.528691307;912858.292398463;964952.182076723;996059.249673224;993367.122861019
P02760;39;36;281.5902;0.0269636686239711;0.00113346395132063;2.09166291188424;0.826208720250718;W0;W8;39911.9931;Protein AMBP OS=Homo sapiens OX=9606 GN=AMBP PE=1 SV=1;334525.706337998;322435.448935025;314150.947828771;358716.558017353;366932.762353928;357894.181599015;235422.36933307;234429.086604415;229525.499314108;277790.31216457;276336.919559803;264800.01566032;269910.961023454;269609.281028121;275441.826316969;243709.486232502;244975.500976332;229894.857272765;243663.663417247;273804.43644906;243232.577348514;265131.031917397;270335.294849103;284636.90413312
Q8TD91;4;2;25.9089;0.0317612986696174;0.00132973511279194;69.2602770202613;0.807572054214513;W28;W2;72479.4581;Melanoma-associated antigen C3 OS=Homo sapiens OX=9606 GN=MAGEC3 PE=1 SV=1;981.916290736812;1022.28794370246;449.305433261847;1305.00746641859;1145.14298507556;209.797235769333;1023.65990325116;1374.07086373289;2581.91528150478;5519.47893695341;5963.43573877385;6072.58538138484;8571.96298857512;6724.8966049929;8973.24583573122;10067.2904891468;6099.88635021959;7741.39269919377;32765.6191410518;32941.7174085559;31449.2605085737;57220.3180410832;52711.9681673031;59998.4730484821
"P04211;A0A075B6I9";3;3;28.2368;0.0372629385478528;0.00155377903697181;1.75827120812503;0.788154554027172;W28;W2;12679.1481;Immunoglobulin lambda variable 7-43 OS=Homo sapiens OX=9606 GN=IGLV7-43 PE=1 SV=2;23693.6314233171;23931.3538483518;23266.0471744373;33276.0022991252;30739.765613583;30575.3908962044;29226.6162822704;29755.997618455;28366.6064074337;31284.4303879944;34932.2976439447;33761.8384774106;22608.9369406873;32449.2443591656;31678.1476771021;24169.7446832928;31480.0502046732;25200.5330695038;32129.7553502134;28309.6431258827;32013.3940808576;45021.409449181;34281.2496135562;45343.0022015089
O00743;2;1;12.4865;0.0387296093669376;0.00160845015870164;1.62578321934799;0.783277654945764;W24;W2;35828.6416;Serine/threonine-protein phosphatase 6 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP6C PE=1 SV=1;21347.349926885;22270.0370115573;21590.7478698971;27823.1716768551;24432.6831176964;24973.2348442923;26465.9273943036;23329.492625344;24470.2847454839;26650.7716629447;22985.3283542832;24949.4222325167;32204.5278405589;35879.8968931553;35366.4339270106;31886.6034913514;37706.7258346701;28871.1697824191;34492.7150101437;37381.3484752472;34140.2278509889;24579.7752547355;28175.9833359891;22841.8436304169
Q99683;2;1;13.1849;0.039350591536228;0.0016277027414188;24.6051521615545;0.781247270995208;W2;W28;155848.7625;Mitogen-activated protein kinase kinase kinase 5 OS=Homo sapiens OX=9606 GN=MAP3K5 PE=1 SV=1;880.628588446387;1612.5491765439;560.814811298363;336.462762843271;581.108845673976;692.053945180777;151.313171256608;123.304412900827;151.680767864389;308.342425211647;280.87651827409;241.575929289413;220.800411573167;162.244050549071;203.662733105548;256.07197007899;235.257009471695;232.496566994701;138.656807237725;114.923998720091;118.177168041852;39.2592136525198;42.5897421600598;42.2710884869433
P05155;27;26;218.2419;0.0428619734897132;0.00176307807518893;2.01968192163888;0.770127554781614;W28;W8;55382.4019;Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=2;258236.700339052;249516.886632266;263484.256815708;277735.385162143;295609.1601485;297624.908823032;166931.428592863;164577.025380516;169352.041750368;212065.605803939;218235.015300485;203352.274863353;219934.826748629;214133.783871745;206740.789916754;214690.041007144;204801.750883771;204345.388721864;280339.148507421;279952.066193813;258732.03353134;327510.297171099;344696.801803007;339371.789502234
P19652;36;28;237.6412;0.0429643501391088;0.00176307807518893;2.80551168414336;0.769812123264706;W0;W28;23887.7903;Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2;576177.088278326;633396.814268088;603139.269429123;575012.114210471;594918.601765667;572820.786649122;557696.328983328;530994.858523883;564791.656543022;655693.278405282;652956.284652203;672040.253263715;621416.866345394;614970.291095161;620773.455001703;607649.192540189;605311.276132564;583636.096305427;540394.972582323;555765.743561429;538062.009826514;340436.80177138;329611.400469093;346202.440152969
Q14520;26;25;186.0561;0.0432327630606749;0.00176708040031415;1.62701361409774;0.768987377161282;W28;W20;64781.8043;Hyaluronan-binding protein 2 OS=Homo sapiens OX=9606 GN=HABP2 PE=1 SV=1;97282.3542810116;96419.5291711519;86351.7979798345;95388.1861664532;88604.2013306217;98481.1872976121;49775.8096276938;73776.5173363589;75367.1975907178;83732.6137955049;82950.0406184138;81438.1239218314;79616.6749393932;78288.1184397373;79498.1480209422;62828.9882963808;64452.8263750669;59621.126825094;71942.2959917753;81483.5599483111;76542.7879656576;99885.8726475097;101590.36575444;102617.391927836
P04180;8;8;47.4851;0.04459294368161;0.00180299280177201;2.2852335139388;0.764857296474431;W4;W0;49920.1701;Phosphatidylcholine-sterol acyltransferase OS=Homo sapiens OX=9606 GN=LCAT PE=1 SV=1;10605.643523135;9375.80659829922;10068.7380621699;14007.8816804199;13682.8845273023;16135.6119878279;10678.2624067648;9880.55191411008;10958.0914138298;11064.6898598715;10706.5391889108;11658.6517840641;9671.09567718764;12983.5882269314;12361.5248980709;11788.3569490257;13033.3835606156;10904.0132261319;13007.6471630935;14087.3267393909;13396.4174853356;11308.0110457272;13742.2156795052;12642.2038397443
P01876;67;50;328.7187;0.0445990150190401;0.00180299280177201;3.67848879441555;0.764839042752825;W0;W20;43646.9234;Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=3;1627560.41386102;1596913.02950617;1585445.73231108;1994190.20480781;2030551.60533556;1995192.37836032;1451166.23342631;1362967.78324692;1445414.90425906;1710268.37898116;1726387.99683625;1700013.84839629;1318965.16557388;1312830.51451869;1299114.22801351;946328.098793518;976429.699287185;979857.180308954;1306970.29408546;1275658.24496172;1297728.8197858;1354272.83638708;1364197.65839134;1336561.54046414
P00915;10;9;64.618;0.0446344430315387;0.00180299280177201;3.76091733672264;0.764732558668584;W28;W12;28927.2649;Carbonic anhydrase 1 OS=Homo sapiens OX=9606 GN=CA1 PE=1 SV=2;56626.6385169604;48972.6530773879;41851.4383852642;47128.2684959119;48178.0334447237;61040.9608763692;67060.67113069;68361.1341214314;68309.1308526471;46864.0210878484;47900.2064859085;45697.3138243054;50323.7862119581;45852.5863443498;46794.9411307146;52504.7820903145;56208.6731495874;53371.095394625;82142.9211479416;71331.5014495759;78468.4076110161;172269.525306266;174615.360123928;181379.360756564
A0A075B6R2;2;1;14.3892;0.0496785384999785;0.00199893892862236;9.23567403098096;0.750095519293093;W4;W8;12961.7793;Immunoglobulin heavy variable 4-4 OS=Homo sapiens OX=9606 GN=IGHV4-4 PE=1 SV=2;317.525649330705;847.813149246929;301.461669832095;183.897271014265;2268.51890549061;353.530918554316;87.5108743057646;192.866283166715;23.4390107515909;197.723344734577;286.97733512653;239.116778319609;280.115077922121;255.353260690352;321.454174764246;154.929407286967;302.296792136052;214.884641305354;145.044790448838;133.900193121176;219.647727571218;115.182283456858;192.268407180091;77.6594689424444
P02533;6;1;37.8568;0.050509939881151;0.00201771148437588;2.63820297726969;0.747776982330703;W2;W28;51903.7472;Keratin_ type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4;245.206826371545;256.030692041501;260.712863634491;194.405131418281;182.477017569079;180.338889943082;212.669521498244;179.909632424336;216.566622847972;222.928275168976;220.569993907995;221.268136897287;166.236208697858;181.337326754273;175.47381703197;157.656303119059;160.462770074709;163.927617987622;132.646369424257;140.810963886925;139.517594955986;92.2873002821572;90.2027149657428;106.324146745082
P08779;5;1;36.7287;0.0505353166908591;0.00201771148437588;2.63820297726969;0.747706608287109;W2;W28;51610.0737;Keratin_ type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4;10835.480328918;11313.7777127435;11520.6788783562;8590.59679738162;8063.50362919111;7969.02159467748;9397.68460305003;7950.05307137316;9569.89418481263;9851.01017005525;9746.7997343527;9777.65007705805;7345.8361496439;8013.14166501737;7754.03817595638;6966.69744662027;7090.71282556257;7243.82149695889;5861.52982715539;6222.31628650048;6165.16341756696;4078.09701554176;3985.98096998056;4698.37327774748
Q9Y5L3;6;5;42.4663;0.0510546214275568;0.00203060546466543;3.53714542038178;0.746271556086437;W4;W8;54292.8575;Ectonucleoside triphosphate diphosphohydrolase 2 OS=Homo sapiens OX=9606 GN=ENTPD2 PE=1 SV=1;38203.0443215946;47865.8811016896;48184.5915478102;62389.0093362937;64294.3798737639;67860.8081508546;17319.1455310748;19734.6863108757;17946.5071997829;22242.4032273574;22742.1588018352;22987.2295673695;29661.65148709;31250.4695340197;34916.697648611;34726.0431867104;26224.4775211104;21061.4518707981;21019.8890423437;38267.3507672466;20496.7884819157;18286.0817315635;21066.3391864583;19119.4955901321
"P04114;O14917;Q6GQQ9;Q969G2";647;575;4537.4543;0.0602661696069547;0.00238779435142533;2.86898297269957;0.722285904712539;W0;W2;516971.0674;Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=3;907767.596998263;873748.707392346;846195.886634305;1205902.07542247;1251874.43211052;1217107.11140286;1105239.43933475;1074591.43788658;1129641.80512892;1022994.32021072;1037746.87281818;1026082.63842776;1212375.15204165;1185984.40548643;1176696.04270147;1294039.79990981;1288323.99286885;1223221.05355316;1416237.7466297;1460582.11038625;1422269.30943984;1103814.06401089;1068735.42904124;1069436.11580985
Q13103;3;3;23.5881;0.0624115951570701;0.00246335968609645;1.96380812864579;0.717059457597448;W4;W16;24622.873;Secreted phosphoprotein 24 OS=Homo sapiens OX=9606 GN=SPP2 PE=1 SV=1;24382.1928680706;25860.0162944115;27081.3122698067;29618.4894714786;28767.0369120099;26998.1803587506;14454.7086119886;14784.9100067578;15108.1882513152;16690.0673831727;16826.8150441444;16633.4758065691;14066.2066360598;14242.0370303423;15170.3963782942;17929.2756208639;18553.0860080753;19660.1689942362;18303.8724310543;24764.5760028016;17594.4722189939;22794.6773936426;27308.2554329339;22877.497793094
Q96BT7;4;2;36.5108;0.0628951416967515;0.00247300611214647;3.81697167961454;0.71589846577826;W0;W2;76063.9046;Alkylated DNA repair protein alkB homolog 8 OS=Homo sapiens OX=9606 GN=ALKBH8 PE=1 SV=2;18231.4473078498;18217.17607875;16764.186583086;27735.2340647119;13981.2884084351;11691.876341646;21924.9417328536;18471.9607854032;18415.1765692816;22395.444982644;21626.2821046146;22314.9295422466;21733.1051924482;24213.9107511495;23741.9381102943;21676.2419999119;23151.4862400311;22484.4072452497;19402.6913437372;20184.0898800118;21638.827137691;18878.7031682673;17766.4183261857;19072.8829389741
P04083;3;3;25.0845;0.0632831775798302;0.00247883825217755;1.5497893849745;0.714971200923199;W28;W4;38942.4262;Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2;104659.97270681;103012.375217437;95711.2969485872;76710.1739711908;76523.942843671;76337.9866991389;97605.1926898854;104834.419460574;105204.276550165;93319.8671248873;89465.0232938544;89347.2689300986;108683.027061415;114800.436802773;113841.229484858;114826.237408499;111230.605696608;112185.124414665;101120.959182331;105151.009855958;94656.0731367866;119715.317650419;111977.181798296;124095.909663551
Q7Z3Y9;1;1;5.3261;0.0635799194448794;0.00248106383165418;3.78026091315822;0.71426471875763;W0;W24;52652.0738;Keratin_ type I cytoskeletal 26 OS=Homo sapiens OX=9606 GN=KRT26 PE=1 SV=2;4036.03477412304;8213.75963181176;4010.67911505998;3089.32617930787;3018.73563105128;3499.90097851843;3656.42177787962;3407.56389231248;3650.07620934953;3371.09032550725;2992.6660421425;2373.26942205702;2604.28746379246;2180.69858581364;1844.32349792276;2863.85136611247;2176.46139934453;2458.00614117177;1487.17998866736;1821.45904759022;1540.90444732735;1908.25235888944;2785.9104130269;3944.5018651643
Q6IMI6;5;1;27.9953;0.064276099715938;0.00249880126738661;1.96005413931881;0.712616082313069;W0;W12;36116.8184;Sulfotransferase 1C3 OS=Homo sapiens OX=9606 GN=SULT1C3 PE=1 SV=1;82294.2126497489;84765.9473408701;91171.8982675299;88981.5367515043;95573.5834141188;94055.3700108014;74234.8992784313;71083.7204614301;75226.913436947;66852.189723793;67352.8110107517;69461.6133150366;69763.681726032;73921.7981777121;71856.485771597;72051.8700264316;71950.475382332;68560.577453047;78325.2749202454;76380.9116636272;72781.3613263721;90448.9878279196;91074.9579188107;79943.3306282254
P00746;2;2;11.5289;0.0670955417695219;0.00258894430854383;1.61171013262067;0.706062204873546;W0;W2;27546.2099;Complement factor D OS=Homo sapiens OX=9606 GN=CFD PE=1 SV=5;10607.5260305658;11865.7187003395;10111.3097299562;11673.4537980402;11775.9284274284;12168.9121618666;16117.8743110859;14437.7758082061;14245.6235412157;13304.3153898785;13328.0067763158;13957.0275065141;12078.5147029731;11785.0900322908;11701.61871407;12081.005599509;12164.5648400454;12069.3731595326;12615.8339335289;11882.8155881132;11084.012489592;12183.6666218261;11878.4673502865;11727.9646578575
P02008;5;3;41.7824;0.0691085601215169;0.00265670542672851;2.77209322634898;0.701498528904432;W2;W0;15694.0702;Hemoglobin subunit zeta OS=Homo sapiens OX=9606 GN=HBZ PE=1 SV=2;70978.4318229467;75673.3616283376;78823.3653006812;61020.0246712863;60672.5882101918;67228.8235097903;53346.7690588462;54422.1568247621;61130.0531681796;66829.9720698399;70858.5715006165;68028.8051004926;66122.8449408534;58795.1108263862;60275.1855764229;69048.005812047;60864.7569650126;69720.1746096008;52853.5712114402;56627.4373305662;48629.8288527921;39053.6888706215;32909.9812957665;40548.6817376777
A0A0C4DH35;6;6;33.4871;0.0714438492702588;0.00272799471147525;1.96285884207476;0.696318690905804;W4;W8;12981.5308;Probable non-functional immunoglobulin heavy variable 3-35 OS=Homo sapiens OX=9606 GN=IGHV3-35 PE=1 SV=1;43381.8083454878;42548.1285783025;45886.735842536;59725.8793238864;48117.2268467555;60430.9067214218;27543.0410946305;28758.9686542558;29427.0346862176;35722.0195126819;36772.1782497312;35714.3581492472;41494.8101720624;38730.5972174596;40418.2340631246;32075.6921223976;31049.8558765168;29954.6760218486;34601.0674933233;39071.1093014809;34578.4171341948;43741.883973988;43186.016383461;42290.6630890051
O95445;21;20;128.6434;0.0714906056947349;0.00272799471147525;1.88862382281872;0.696216197576919;W0;W28;21595.5012;Apolipoprotein M OS=Homo sapiens OX=9606 GN=APOM PE=1 SV=2;111811.932424198;107924.432982883;106143.045605055;87595.2082084637;84724.2537306077;79027.3615884005;69618.5830611447;69970.7173909377;71207.028510706;84703.796145735;82952.1457352812;86093.8067311073;80683.740087939;78870.1618010407;79332.7125376542;77389.3785814473;74720.0850934855;69208.6322582002;68274.6965583057;73569.56601699;72715.1943847638;62943.5252624075;62636.6321917437;58508.4567990312
A0A087WSY4;3;2;20.1926;0.0741924176449827;0.00282068414644972;5.13533147464206;0.690371827603053;W4;W28;13138.9822;Immunoglobulin heavy variable 4-30-2 OS=Homo sapiens OX=9606 GN=IGHV4-30-2 PE=1 SV=1;3731.22620709928;2700.50512880556;4188.66970046859;5879.54652437045;4846.58819580586;3739.35523888474;1577.08317366127;2309.61172743574;1367.05096999148;1990.85871025587;2076.24633022562;2013.05869392558;2429.11161321078;2104.54301790945;527.315218626367;2284.18604462623;2433.39799795959;2285.93687600025;1887.82066429664;2164.38079991572;2451.51278546966;900.347756566707;1050.12552702546;866.382849354789
P69905;21;16;163.1642;0.0753788111201706;0.00285529164648904;3.31675091904196;0.687852762978895;W0;W16;15314.5997;Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2;566544.596845137;525478.783145103;519300.746197998;654031.256509673;662258.801313877;643197.936886133;612851.299091703;601481.482473945;641496.598339054;618392.719942874;627692.703661639;625278.509780759;453985.558263113;461246.232766361;468500.509593075;649730.423356224;650305.818027685;620169.496035042;792388.865269868;768497.972086505;783930.92536584;857865.948928541;839536.512221321;833776.159341162
P02775;5;4;31.998;0.0786206090416558;0.00296721953343925;2.22152624436206;0.681109555587468;W4;W0;14179.3758;Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3;14791.9589218537;13499.7425766243;14599.942514598;17724.3569854647;17966.5897960706;15245.0771750644;13078.2132199772;11989.2876956175;11284.3393657565;10252.1598950185;9470.88633877414;9168.53941633233;10061.2479927962;9949.29143348571;9238.58557771154;10082.6895909422;10171.8697225511;9826.79615736011;13924.8967910138;14138.1534980565;13416.0932720723;9120.73004971012;8751.89670425581;7981.41527815308
P00450;170;162;936.4708;0.0907837338483233;0.00340143986359992;1.75538104959036;0.657454710014371;W0;W2;123074.8251;Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=2;972784.487627973;926573.619291547;913385.713237513;1002461.17872345;1010710.81489924;988894.702430643;982716.074044803;952941.859497094;968848.929979363;959130.236700859;979839.20028345;1003883.63848941;1079148.76121442;1070917.72472998;1095127.78349097;1043376.85077396;1094209.27442302;1046519.68213041;1116678.03158139;1146862.80501766;1108949.96420889;1353072.00239247;1361058.34375085;1369110.10360126
P43652;73;64;546.2352;0.104224103990515;0.00389091944441321;3.42828302109942;0.633864371194645;W0;W8;71008.13;Afamin OS=Homo sapiens OX=9606 GN=AFM PE=1 SV=1;225716.431399519;211571.656427887;208057.731726824;245180.217979813;233123.848174007;230059.557506529;211141.850436348;207576.813724906;219110.024324138;236877.981989056;248523.049639854;249326.185491838;275388.071886302;264666.64308205;275114.928197999;262978.54614931;261607.056875877;253411.987311005;282403.381351022;289330.770456502;275935.444255828;343319.677611767;349077.219017088;349560.562657515
Q01546;2;1;18.6373;0.135003009837362;0.00502183562722056;3.28975264634124;0.587385166978407;W4;W0;66411.1179;Keratin_ type II cytoskeletal 2 oral OS=Homo sapiens OX=9606 GN=KRT76 PE=1 SV=2;90899.4101651519;85315.8834955596;75850.0801070835;125842.363202625;154505.182070658;152999.685429396;46493.9691490363;88424.5191546294;58888.1638094082;82368.4595143883;92206.7847257489;85488.0605113305;82334.0800362598;84278.5167914302;77021.3542730331;98197.8265293507;101953.882177301;94243.4032741333;88499.5571061599;93894.1493150697;83230.7822818453;71998.8587624886;66513.7876620324;52522.7391924915
P27918;7;4;46.8032;0.138339677157385;0.00512750854632817;1.58992695258502;0.582851023539095;W0;W28;53785.6412;Properdin OS=Homo sapiens OX=9606 GN=CFP PE=1 SV=2;99059.2805422786;95155.7225051907;92047.7959702341;74469.1143048029;78335.1167018802;68564.14875152;71096.5828101062;67667.0560330873;73509.0713052801;83571.4391561527;81430.6309015806;84453.7633419364;81881.46947428;81617.3326856577;84843.2829093282;80329.690911847;81363.2629615407;84110.6347286417;74648.6090555354;75949.03281933;72213.5335926659;55235.968882898;60981.6428161576;64251.0079859954
Q99445;4;1;7.0601;0.14576088342687;0.00538327788648529;12.4900804383921;0.573062494048888;W4;W28;18357.1129;Glycosyl-phosphatidylinositol-anchored molecule-like protein OS=Homo sapiens OX=9606 GN=GML PE=2 SV=1;5401.62913675524;5083.48476974429;4907.62978451483;6492.87318992069;6427.40616221711;6661.19854388815;2610.69669103522;2442.70718574956;2532.83850326618;3319.11269632413;3047.7506348529;2751.85715696937;3265.51652015545;3083.56722748965;2955.04577376286;2684.21816591679;2882.16688000595;2895.55159184595;2719.69675570416;2828.25398625434;2325.62164184519;515.511187603868;538.036686838147;514.214478459753
Q8IWL3;3;3;24.8125;0.154186609281524;0.00562608342514576;1.66376081803565;0.562409024572061;W4;W0;27764.4456;Iron-sulfur cluster co-chaperone protein HscB OS=Homo sapiens OX=9606 GN=HSCB PE=1 SV=3;24902.0471252552;25891.0023580618;25052.854102907;30288.9266293618;29058.7433239843;31593.5561114275;21218.6874038106;20670.9725960521;22388.471768084;25253.1340647247;26061.4731800191;26588.4808773941;23676.5671420957;24225.2759787811;24193.0967649927;24705.7397652518;23865.9250867433;24417.5787922064;27577.6355797731;27753.1596792289;27268.6653364325;26931.2964729859;28782.1845574434;28193.0017376367
Q9P2J5;4;3;29.3615;0.154375299458191;0.00562608342514576;3.31843696719892;0.562175717411332;W28;W4;135664.0065;Leucine--tRNA ligase_ cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2;27607.30157953;26651.3985141334;27213.579738678;19682.174819929;19960.0537628956;20344.8306079801;38603.6488538289;41949.1683183522;38870.021148191;24712.2450842334;24210.8453142781;25127.7014908762;26075.2298584574;26745.4349904207;25058.6271857064;24185.4497551074;24297.2320417891;24324.2071784776;31390.1185161966;31028.291656241;33032.3931755678;65275.7257531243;68583.9037135462;65203.6453056459
Q8N3Y7;8;5;35.1757;0.154511450452445;0.00562608342514576;1.90380524388838;0.562007511569804;W4;W0;34608.6498;Epidermal retinol dehydrogenase 2 OS=Homo sapiens OX=9606 GN=SDR16C5 PE=1 SV=2;74401.748731695;71265.2390164039;72324.263163832;76158.7886360742;73929.3582032601;71299.9031786498;57091.7300101273;58329.7001184719;52852.7002745607;58513.1153953403;58864.4337476103;59553.2059488658;74825.5632127304;71940.7013236398;72120.0179705338;78467.5977902012;65113.6076992968;56403.9005308169;56131.0077090986;70043.3496409137;55623.2493700073;56720.0955618578;58076.0304185468;57555.2464264561
Q8WXX5;2;1;13.3181;0.156761072765109;0.00568796879552304;5.16846334720425;0.559244950141755;W4;W28;30080.8507;DnaJ homolog subfamily C member 9 OS=Homo sapiens OX=9606 GN=DNAJC9 PE=1 SV=1;5441.63153036649;4849.56902200463;6523.14631684942;11846.1474448771;7738.78812731956;8157.53602534372;6191.79871890516;5816.23306415909;5539.62634484584;8418.92195959386;7966.41938386659;7687.09715571553;8160.16363709909;7343.15436918361;8162.97999167432;7146.38794374967;6569.20665985801;6805.10659363486;7158.30547642056;7317.22063325788;6414.74457752351;1634.62799501422;1728.08299885251;2004.93306856954
P23083;2;1;19.4517;0.159239738848896;0.00575770303998258;7.31587050031516;0.556236968452362;W28;W12;13198.9193;Immunoglobulin heavy variable 1-2 OS=Homo sapiens OX=9606 GN=IGHV1-2 PE=1 SV=2;4337.57860801179;3735.39924197928;4416.85562075982;8069.44492664893;7990.6231274642;8575.49323296175;8882.70080711527;7937.12100688791;7113.76611363025;4186.21277560743;3417.85063786237;3491.42252421335;12003.0962487781;12069.2872453081;11101.4603973766;18320.6097735502;18673.5527861076;18774.5059918481;12973.1617169406;13792.5179271737;11900.2180646342;27392.2085623338;25368.1390175082;28412.7906783158
P39748;2;2;12.0468;0.164910137147529;0.00594195412471931;2.70676224795712;0.549491951781881;W12;W28;42935.2236;Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1;3781.45197767375;3922.25570102716;3458.81646247809;3736.01992448807;3319.7989252764;4441.03686734346;270.800181987465;4749.95138453325;241.081312822727;4500.68190896175;4640.87680474308;4620.22748485367;3778.34282429104;4769.35859162713;375.865492340109;3816.9709258369;4094.40082510074;4371.47241396293;3698.90183223035;4776.82156568565;3928.7344219683;2513.42505552851;1355.26002144448;1215.53915030998
O76015;2;1;12.7828;0.168368668206693;0.00604550559219441;4.03787121476383;0.545467454489425;W16;W0;52076.7968;Keratin_ type I cuticular Ha8 OS=Homo sapiens OX=9606 GN=KRT38 PE=1 SV=3;8148.28030251367;8494.07312471073;9431.9129944187;5847.14520541877;5313.89136489817;5315.33975527079;15537.7151299957;5528.32260750671;13665.9622011416;13524.2075431565;12292.4684376883;12546.1203056041;14993.6078082165;14972.7675539231;20177.6671510715;17823.1717329797;14064.9786645854;15030.0857504964;9661.66691015944;10437.7196111985;10873.188216703;10705.6975998964;318.559026010309;12061.8765772121
Q8IVU3;8;4;58.8204;0.215623876371678;0.00768887303858084;1.7594663274073;0.496180190721981;W2;W0;116609.2003;Probable E3 ubiquitin-protein ligase HERC6 OS=Homo sapiens OX=9606 GN=HERC6 PE=1 SV=2;185139.061547284;181959.485701427;174922.376288749;123819.822593313;144963.384898412;130048.767839009;158822.769155968;162249.435542803;165426.797738266;167052.280341939;181452.681524313;176399.906567548;179991.585225109;165147.992726023;166505.951114887;189505.548185619;171625.909865843;179104.696415067;134049.901017755;160443.731505733;139034.542930135;112975.109046665;121582.37506469;118976.721691178
Q8IXQ9;4;4;30.5074;0.222771693692967;0.00790996138266628;2.96864816608465;0.489504110165209;W2;W0;29859.9499;Electron transfer flavoprotein beta subunit lysine methyltransferase OS=Homo sapiens OX=9606 GN=ETFBKMT PE=1 SV=1;58488.6687990398;57242.7821609185;57271.4998764152;45268.3095772541;45561.6024744593;46931.127016192;22442.8076367786;21474.8378419553;22283.3954730361;30773.3480027172;30310.293852657;31026.0945992925;23668.4104488338;23003.7245659614;22474.5756644073;29443.6574348772;29005.50657739;28504.8002987512;23400.1024608995;27172.7689811175;24371.6700927807;19556.472966783;18974.6802901172;20465.4591336573
Q96NH3;5;4;38.7849;0.241934318300558;0.00853873814244278;1.88034377263023;0.472428608958083;W4;W0;146752.1048;Protein broad-minded OS=Homo sapiens OX=9606 GN=TBC1D32 PE=1 SV=4;140731.99189942;134584.717079945;139175.932548156;218168.806994096;223492.566019062;220534.319575029;181893.180413974;178137.31786966;184298.995739308;144341.981048225;143217.217160854;148002.554443354;183489.488621295;185587.313278694;187756.699310652;187690.68243712;191656.109586131;185605.190599298;191169.105062679;197186.847218645;187437.017440422;217005.963680068;211032.21462562;208838.21464235
"P02790;Q5T013";119;100;564.6741;0.2512659266793;0.00880796178604463;1.85586866109754;0.464509958667184;W0;W28;52417.7931;Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2;1298562.98168509;1255452.04044037;1215433.64505787;1388886.46420359;1430972.5391011;1440504.37957817;1059557.0953916;1046656.28212678;1074591.08727136;1468388.21353684;1464586.01655456;1452903.93675975;1270883.54024594;1264904.80884911;1272953.8303055;1047999.49214106;1072458.43541159;1021590.43209781;1068280.62050509;1056486.68786007;1079677.39387269;1022587.10542966;1052660.29238905;1055297.35200539
